version,sha256,path,os_name,os_arch
3.2.7,7c469dbf41c8234385243e537b2312e1699bfdcd7bda4eff08bc495bf483e5a4,rubies/3.2.7/ubuntu-24-04-x86_64-7c469dbf41c8234385243e537b2312e1699bfdcd7bda4eff08bc495bf483e5a4.tar,ubuntu 24.04,x86_64
3.2.8,2b134bfac560c59890e35f882e9a125f200dc00c38f96812ced651d188f324ff,rubies/3.2.8/ubuntu-22-04-x86_64-2b134bfac560c59890e35f882e9a125f200dc00c38f96812ced651d188f324ff.tar,ubuntu 22.04,x86_64
3.2.8,a783bc88e8b8fc36311a97aec40e104085016bb98698220f657b963cd70f77c4,rubies/3.2.8/ubuntu-24-04-x86_64-a783bc88e8b8fc36311a97aec40e104085016bb98698220f657b963cd70f77c4.tar,ubuntu 24.04,x86_64
3.3.0,121cf54b17bc99803424287d242fe25d32367420adf28245c884bf49198fe9e6,rubies/3.3.0/ubuntu-22-04-x86_64-121cf54b17bc99803424287d242fe25d32367420adf28245c884bf49198fe9e6.tar,ubuntu 22.04,x86_64
3.3.0,438fb47ed154d99d7bca74ee49e576efd68073d8feb9d8e24510bc1d5a429a23,rubies/3.3.0/ubuntu-24-04-x86_64-438fb47ed154d99d7bca74ee49e576efd68073d8feb9d8e24510bc1d5a429a23.tar,ubuntu 24.04,x86_64
3.3.1,c06b19de760dc5b0c1f2385eeb33d5c0cbe37ee7788067fb8dfcb1fab2abc638,rubies/3.3.1/ubuntu-22-04-x86_64-c06b19de760dc5b0c1f2385eeb33d5c0cbe37ee7788067fb8dfcb1fab2abc638.tar,ubuntu 22.04,x86_64
3.3.1,706876f162acbb28ade798378e9ef4a0a31ad143af78bc6cc2a25817b72ddb5f,rubies/3.3.1/ubuntu-24-04-x86_64-706876f162acbb28ade798378e9ef4a0a31ad143af78bc6cc2a25817b72ddb5f.tar,ubuntu 24.04,x86_64
3.3.2,32e88e2146147e56a1d79a69291fdad6fc8f314ddf9bf35ee659ba715e69bd5b,rubies/3.3.2/ubuntu-22-04-x86_64-32e88e2146147e56a1d79a69291fdad6fc8f314ddf9bf35ee659ba715e69bd5b.tar,ubuntu 22.04,x86_64
3.3.2,2163fe883ed9f1d878e1fd69f631b8fa91f351114fd2b5a4b94fa656f20ee24c,rubies/3.3.2/ubuntu-24-04-x86_64-2163fe883ed9f1d878e1fd69f631b8fa91f351114fd2b5a4b94fa656f20ee24c.tar,ubuntu 24.04,x86_64
3.3.3,871f6379daa2c6e7cb1860ac55c531ea89e8d2ae9d90a290215abfb70013477b,rubies/3.3.3/ubuntu-22-04-x86_64-871f6379daa2c6e7cb1860ac55c531ea89e8d2ae9d90a290215abfb70013477b.tar,ubuntu 22.04,x86_64
3.3.3,a25e13ca07d109208c6ef0e69ea7a09076215d775aa2c1637d2dabaf4367fdbd,rubies/3.3.3/ubuntu-24-04-x86_64-a25e13ca07d109208c6ef0e69ea7a09076215d775aa2c1637d2dabaf4367fdbd.tar,ubuntu 24.04,x86_64
3.3.4,b50871438f904f3d8bd1ed5ce63a8b609aa97027a71834a58c2d9759ab877214,rubies/3.3.4/ubuntu-22-04-x86_64-b50871438f904f3d8bd1ed5ce63a8b609aa97027a71834a58c2d9759ab877214.tar,ubuntu 22.04,x86_64
3.3.4,6e03bab2019fe26ec82201b979ba880a6399950fa4d66acc9845a2ecb1f3dba6,rubies/3.3.4/ubuntu-24-04-x86_64-6e03bab2019fe26ec82201b979ba880a6399950fa4d66acc9845a2ecb1f3dba6.tar,ubuntu 24.04,x86_64
3.3.5,354a4e5621bc15ed0d55b5383bf25f165f2ecbe6d8fa87ec704539616557a63e,rubies/3.3.5/ubuntu-22-04-x86_64-354a4e5621bc15ed0d55b5383bf25f165f2ecbe6d8fa87ec704539616557a63e.tar,ubuntu 22.04,x86_64
3.3.5,dee37d459d7435526dfc1d0f7e7a6d492aeaa074a0087936677e08d7be988a35,rubies/3.3.5/ubuntu-24-04-x86_64-dee37d459d7435526dfc1d0f7e7a6d492aeaa074a0087936677e08d7be988a35.tar,ubuntu 24.04,x86_64
3.3.6,b3fcd78957b03718cce5dc4a9f73d9d50748332f829c0551bad8f88c9d0c6501,rubies/3.3.6/ubuntu-22-04-x86_64-b3fcd78957b03718cce5dc4a9f73d9d50748332f829c0551bad8f88c9d0c6501.tar,ubuntu 22.04,x86_64
3.3.6,5a1795695ef75bfa58260b79f0c74fcd5dd7354b24cd7eb83544abdefefb0ebf,rubies/3.3.6/ubuntu-24-04-x86_64-5a1795695ef75bfa58260b79f0c74fcd5dd7354b24cd7eb83544abdefefb0ebf.tar,ubuntu 24.04,x86_64
3.3.7,c58f46fd217913860c708f35260b34e4aca5a7e3d6f380408c50916b4a6d34da,rubies/3.3.7/ubuntu-22-04-x86_64-c58f46fd217913860c708f35260b34e4aca5a7e3d6f380408c50916b4a6d34da.tar,ubuntu 22.04,x86_64
3.3.7,1fd9117e32c2a2540f028c2db7f89a659046d6ab5b70f57787f00e89ad3cf0b5,rubies/3.3.7/ubuntu-24-04-x86_64-1fd9117e32c2a2540f028c2db7f89a659046d6ab5b70f57787f00e89ad3cf0b5.tar,ubuntu 24.04,x86_64
3.4.0,629bb2ed6e88bfb5285f5ed6c359df1a4ab95314b5a7938a1281cbaa071812c5,rubies/3.4.0/ubuntu-22-04-x86_64-629bb2ed6e88bfb5285f5ed6c359df1a4ab95314b5a7938a1281cbaa071812c5.tar,ubuntu 22.04,x86_64
3.4.0,dc5c4f0c19aa8be71cd75c59fc4145fb21337448181582b5928f22d5ee8e4b54,rubies/3.4.0/ubuntu-24-04-x86_64-dc5c4f0c19aa8be71cd75c59fc4145fb21337448181582b5928f22d5ee8e4b54.tar,ubuntu 24.04,x86_64
3.4.1,6fd188f386db8d318e730addaecaf2e7da4e0ff9c0f6b2bdf3cdbb1d5aaed611,rubies/3.4.1/ubuntu-22-04-x86_64-6fd188f386db8d318e730addaecaf2e7da4e0ff9c0f6b2bdf3cdbb1d5aaed611.tar,ubuntu 22.04,x86_64
3.4.1,60915ebfe57af945db6d7270095882e95ceb95bea7bc71c97ff1ec097ebb931d,rubies/3.4.1/ubuntu-24-04-x86_64-60915ebfe57af945db6d7270095882e95ceb95bea7bc71c97ff1ec097ebb931d.tar,ubuntu 24.04,x86_64
3.4.2,0437656fed988173fc8c984004419883fcca7c0910a2d7c22660af9f262d4ae8,rubies/3.4.2/ubuntu-22-04-x86_64-0437656fed988173fc8c984004419883fcca7c0910a2d7c22660af9f262d4ae8.tar,ubuntu 22.04,x86_64
3.4.2,ae98cd21a17942b07c8438400d8c45a52852a7ff243e4fc046db10035bf62813,rubies/3.4.2/ubuntu-24-04-x86_64-ae98cd21a17942b07c8438400d8c45a52852a7ff243e4fc046db10035bf62813.tar,ubuntu 24.04,x86_64
3.4.3,124161698718fb8d25f4a797ec0aca5d238c31c005a214b7980e298baedbf127,rubies/3.4.3/ubuntu-22-04-x86_64-124161698718fb8d25f4a797ec0aca5d238c31c005a214b7980e298baedbf127.tar,ubuntu 22.04,x86_64
3.4.3,761a6259c8cfcdfdc8ddcb64aa82654be27ce0751f71c825915f9755bb6ea4f7,rubies/3.4.3/ubuntu-24-04-x86_64-761a6259c8cfcdfdc8ddcb64aa82654be27ce0751f71c825915f9755bb6ea4f7.tar,ubuntu 24.04,x86_64
